name,beads_0,beads_1,beads_2,beads_3,beads_4,beads_5,beads_6,beads_7,sample_a,sample_b
S_796,0.000,0.000,0.009,0.028,0.000,0.004,0.000,0.000,0.000,0.373
S_800,0.000,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.081,0.548
S_804,0.000,0.109,0.000,0.000,0.000,0.001,0.000,0.037,0.277,0.156
S_808,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.629
S_812,0.000,0.000,0.000,0.000,0.000,0.209,0.000,0.000,0.190,1.428
S_816,5.335,5.756,7.063,0.000,5.335,0.067,1.342,0.566,0.083,2.209
S_820,0.000,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.295
S_824,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,2.121
S_828,0.000,0.000,0.094,0.189,0.000,0.561,0.000,0.000,0.000,0.416
S_832,0.000,0.000,0.007,2.740,0.000,0.000,0.155,0.116,0.000,1.887
S_836,0.000,0.000,0.000,0.000,0.000,0.204,0.000,0.000,0.067,4.236
S_840,0.000,0.000,0.009,0.018,0.000,0.186,0.000,0.000,0.000,0.373
S_844,0.000,0.000,0.001,0.000,0.000,0.709,0.054,0.113,0.580,0.958
S_848,0.000,0.000,0.000,0.028,0.000,0.019,0.000,0.000,0.000,0.317
S_852,0.000,0.000,0.001,0.029,0.000,0.063,0.000,0.000,0.101,1.434
S_856,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_860,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,1.858
S_864,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_868,0.000,0.000,0.000,0.000,0.000,0.066,0.000,0.000,0.000,2.266
S_872,0.000,0.000,0.000,0.000,0.000,0.239,0.002,0.000,0.000,0.839
S_876,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,1.378
S_880,0.000,0.000,0.010,0.000,0.000,0.003,0.103,0.000,0.128,1.609
S_884,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,1.308
S_888,0.000,0.000,0.000,0.090,0.000,0.000,0.005,0.000,0.257,0.727
S_892,0.000,0.000,0.009,0.189,0.000,0.561,0.025,0.000,0.000,0.925
S_896,0.000,0.000,0.018,0.046,0.000,0.037,0.000,0.000,0.000,1.219
S_900,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.089,0.307
S_904,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.823
S_908,0.000,0.000,0.000,0.000,0.002,0.000,0.013,0.000,0.042,1.239
S_912,0.000,0.000,0.000,0.000,0.000,0.425,0.637,0.003,0.382,0.326
S_916,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.001,0.522
S_920,0.000,0.000,0.781,1.562,0.000,0.281,0.000,0.003,0.000,0.189
S_924,0.000,0.000,0.000,0.000,0.000,0.001,0.006,0.000,0.000,1.474
S_928,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_932,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.001,0.159
S_936,0.000,0.000,0.001,0.094,0.000,0.000,0.000,0.000,0.000,0.724
S_940,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.585
S_944,0.000,0.000,0.000,0.037,0.000,0.004,0.000,0.000,0.000,0.373
S_948,0.000,0.000,0.000,3.124,0.000,0.031,0.000,0.000,0.000,0.373
S_952,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,1.196
S_956,0.008,0.000,0.007,0.090,0.000,0.294,0.155,0.000,0.000,3.612
S_960,0.000,0.000,0.000,0.009,0.000,0.300,0.000,0.000,0.000,0.612
S_964,0.000,0.000,0.000,0.006,0.000,0.004,0.000,0.000,0.252,0.783
S_968,0.111,0.000,0.000,0.465,0.000,0.055,0.094,0.787,0.292,0.792
S_972,0.000,0.000,0.000,0.000,0.000,0.001,0.155,0.000,0.000,0.752
S_976,0.000,0.000,0.000,0.085,0.000,0.424,0.000,0.000,0.008,0.402
S_980,0.000,0.109,0.000,0.000,0.000,0.188,0.635,0.071,0.180,1.187
S_984,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.895
S_988,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_992,0.000,0.000,0.094,0.316,0.000,0.140,0.013,0.000,0.000,1.216
S_996,0.000,0.000,0.000,0.000,0.000,0.577,0.991,0.019,0.229,0.238
S_1000,0.000,0.000,0.000,0.000,0.000,0.379,0.000,0.000,0.000,2.648
S_1004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.713
S_1008,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.719
S_1012,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1016,0.000,0.000,0.000,0.000,0.000,0.108,0.437,0.046,0.000,1.825
S_1020,0.000,0.000,0.000,0.000,0.000,0.294,0.026,0.000,0.000,0.439
S_1024,0.001,0.000,0.000,1.282,0.000,0.140,0.000,0.000,0.000,1.529
S_1028,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.186
S_1032,7.963,8.889,7.062,0.000,13.301,0.612,1.342,0.566,0.589,0.674
S_1036,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.187
S_1040,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.124
S_1044,0.000,0.000,0.189,0.632,0.000,0.281,0.000,0.021,0.000,0.724
S_1048,0.000,0.000,0.000,0.002,0.000,0.021,0.000,0.014,0.000,0.175
S_1052,0.006,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.021,1.121
S_1056,0.000,0.000,0.000,0.781,0.000,0.282,0.002,0.000,0.000,1.556
S_1060,0.000,0.000,0.009,0.028,0.000,0.004,0.000,0.000,0.000,0.331
S_1064,0.000,0.000,0.000,0.014,0.000,0.027,0.019,0.019,0.171,2.888
S_1068,1.061,1.342,0.066,0.000,5.335,0.748,3.379,0.566,0.216,1.086
S_1072,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1076,0.000,0.000,0.000,0.136,0.000,0.001,0.000,0.000,0.001,1.918
S_1080,5.335,0.066,0.811,0.000,1.957,1.763,0.566,0.066,0.500,0.360
S_1084,0.000,0.000,0.000,0.029,0.000,0.536,0.000,0.000,0.020,0.492
S_1088,0.000,0.000,0.007,1.878,0.000,0.000,0.026,0.001,0.006,0.778
S_1092,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0.151,1.824
S_1096,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.071
S_1100,0.111,0.000,0.000,0.000,0.000,0.000,0.046,0.001,0.880,1.513
S_1104,0.000,0.000,0.009,5.515,0.000,1.506,0.079,0.000,0.001,1.514
S_1108,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,1.089
S_1112,0.000,0.000,0.000,0.000,0.000,0.583,0.054,0.000,0.098,0.979
S_1116,0.000,0.000,1.283,1.283,0.000,0.588,0.002,0.000,0.000,0.536
S_1120,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1124,2.860,0.000,0.044,0.197,0.000,0.237,0.680,0.078,0.174,1.412
S_1128,0.000,0.000,0.000,0.000,0.000,0.112,0.020,0.000,0.147,1.714
S_1132,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1136,0.000,0.000,0.189,0.028,0.000,0.003,0.004,0.000,0.000,2.136
S_1140,0.008,0.000,0.027,3.509,0.000,0.760,0.000,0.010,0.000,0.293
S_1144,0.000,0.000,0.000,0.000,0.000,0.388,0.000,0.000,0.122,2.099
S_1148,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.021,1.001
S_1152,0.000,0.000,1.284,0.018,0.000,0.006,0.000,0.000,0.005,1.258
S_1156,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1160,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,1.334
S_1164,0.000,0.000,0.000,0.000,0.000,0.004,0.311,0.000,0.202,2.629
S_1168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.343
S_1172,0.000,0.000,0.000,0.000,0.000,0.098,0.000,0.000,0.081,1.543
S_1176,0.000,0.000,0.189,0.947,0.000,0.182,0.000,0.000,0.000,1.108
S_1180,0.000,0.000,0.000,0.000,0.000,0.234,0.019,0.000,0.183,0.636
S_1184,0.000,0.000,0.316,0.632,0.000,0.019,1.382,0.000,0.000,0.814
S_1188,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.371
S_1192,0.000,0.000,0.315,0.007,0.000,1.100,0.053,0.000,0.000,0.340
S_1196,0.000,0.000,0.000,0.009,0.000,0.207,0.000,0.000,0.004,0.560
S_1200,0.000,0.000,0.000,0.000,0.000,0.022,0.026,0.000,0.000,0.638
S_1204,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1208,0.000,0.000,0.000,0.632,0.000,0.006,0.002,0.021,0.000,0.536
S_1212,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,1.646
S_1216,0.000,0.000,0.000,0.059,0.000,0.962,0.000,0.000,0.015,4.531
S_1220,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.000,0.159,1.377
S_1224,0.000,0.000,0.000,0.781,0.000,0.295,0.000,0.000,0.002,1.646
S_1228,0.000,0.000,0.000,0.000,0.000,0.026,1.138,0.000,0.011,1.317
S_1232,0.000,0.000,0.027,0.094,0.000,0.785,0.000,0.000,0.000,0.808
S_1236,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_1240,0.000,0.000,0.316,0.316,0.000,0.503,0.002,0.000,0.000,1.497
S_1244,0.000,0.000,0.000,0.000,0.000,0.239,0.000,0.000,0.000,1.083
S_1248,0.000,0.000,0.000,0.003,0.002,0.028,0.000,0.000,0.230,1.156
S_1252,0.754,0.000,0.000,0.000,0.000,0.158,0.094,0.395,0.106,2.069
S_1256,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,1.065
S_1260,0.000,0.000,0.000,0.000,0.000,0.054,0.026,0.000,0.000,2.627
S_1264,0.000,0.000,0.000,0.094,0.000,0.000,0.026,0.001,0.000,1.620
S_1268,0.066,3.354,0.820,0.000,1.957,0.071,0.066,0.566,0.008,0.459
E_0,0.000,0.000,0.018,0.283,0.000,0.561,0.025,0.005,0.000,100.000
E_4,0.000,0.009,0.000,0.000,0.000,0.000,0.007,0.000,0.165,100.000
E_8,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.292,87.500
E_12,0.000,0.000,0.000,1.885,0.000,0.594,0.000,0.000,0.000,0.274
E_16,0.000,0.000,0.000,0.000,0.000,0.121,0.209,0.000,0.082,2.490
E_20,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
E_24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,1.167
E_28,0.000,0.000,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.573
E_32,0.000,0.000,1.282,0.316,0.000,0.141,0.013,0.000,0.000,100.000
E_36,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,100.000
E_40,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.000,100.000
E_44,0.000,0.000,0.632,0.018,0.000,0.441,0.000,0.000,0.000,100.000
E_48,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
E_52,0.000,0.000,0.000,0.000,0.000,0.020,0.013,0.000,0.001,1.023
E_56,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.054,0.011
E2_0,0.000,0.000,0.009,0.037,0.000,0.031,0.000,0.000,0.000,0.373
E2_4,0.000,0.000,0.009,0.189,0.000,0.561,0.000,0.000,0.000,1.838
E2_8,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
E2_12,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
E2_16,0.000,0.000,0.094,0.781,0.000,2.279,0.002,0.000,0.000,0.835
E2_20,0.000,0.000,0.000,0.001,0.000,0.508,0.026,0.000,0.000,0.788
E2_24,0.000,0.000,0.009,0.028,0.000,0.186,0.000,0.000,0.003,1.058
E2_28,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
E2_32,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,100.000
E2_36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.002,100.000
E2_40,0.000,0.000,0.000,0.646,0.000,0.452,0.000,0.045,1.372,100.000
E2_44,0.066,1.342,0.066,0.000,0.066,0.794,0.566,1.641,0.008,100.000
E2_48,0.000,0.000,0.009,0.947,0.000,0.002,0.000,0.004,0.000,1.749
E2_52,0.000,0.000,0.094,0.018,0.000,0.013,0.000,0.000,0.000,0.996
E2_56,0.000,0.000,0.094,2.564,0.000,0.136,0.000,0.000,0.000,1.192
E3_0,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.490,0.008,0.063
E3_4,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
E3_8,0.000,0.000,0.000,0.009,0.000,0.439,0.007,0.021,0.073,0.380
E3_12,0.000,0.000,0.000,0.000,0.000,0.425,0.020,0.000,0.030,0.271
E3_16,0.000,0.005,0.033,0.002,0.000,0.101,0.115,0.000,0.143,1.121
E3_20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.242
E3_24,0.000,0.000,0.000,0.000,0.000,0.108,0.209,0.000,0.084,1.403
E3_28,0.000,0.000,0.000,0.037,0.000,0.231,0.000,0.000,0.000,1.108
E3_32,0.000,0.000,0.000,0.000,0.000,0.046,0.001,0.000,0.000,0.225
E3_36,0.081,0.000,0.000,0.000,0.000,0.299,0.075,0.000,0.098,100.000
E3_40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000
E3_44,0.000,0.000,0.003,0.781,0.000,0.012,0.019,0.000,0.000,100.000
E3_48,0.000,0.000,0.000,0.002,0.000,0.005,0.020,0.001,0.220,2.252
E3_52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.114
E3_56,2.987,5.756,0.801,0.000,5.335,0.069,0.066,0.566,0.001,0.373
E4_0,0.000,0.000,0.000,0.002,0.000,0.059,0.000,0.000,0.001,0.207
E4_4,0.000,0.000,0.000,0.000,0.000,0.006,0.310,0.000,0.000,0.090
E4_8,0.000,0.000,0.027,0.002,0.000,0.008,0.869,0.000,0.008,0.159
E4_12,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,2.022
E4_16,0.000,0.000,0.000,0.000,0.000,0.011,0.002,0.000,0.137,0.031
E4_20,0.000,0.000,0.000,0.189,0.000,0.281,0.000,0.021,0.000,0.835
E4_24,0.000,0.000,0.000,1.244,0.000,0.019,0.054,0.000,0.363,1.422
E4_28,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,1.397
E4_32,0.000,0.000,0.268,0.111,0.000,0.013,0.000,0.000,0.162,100.000
E4_36,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,100.000
E4_40,0.000,0.000,0.000,1.283,0.000,0.281,0.000,0.000,0.000,100.000
E4_44,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,100.000
E4_48,0.000,0.000,0.094,0.781,0.000,0.045,0.002,0.000,0.000,0.724
E4_52,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.531
E4_56,0.066,3.354,0.066,0.000,0.066,0.221,0.566,0.566,0.054,1.331
S_redundant_0,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,1.231
S_redundant_8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.310
S_redundant_12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.565
S_redundant_16,0.000,0.000,0.781,0.009,0.000,1.446,0.002,0.011,0.169,0.118
S_redundant_20,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_24,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.673
S_redundant_28,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.707
S_redundant_32,0.000,0.000,0.000,0.000,0.000,0.242,0.037,0.000,0.532,1.484
S_redundant_36,0.000,0.000,0.000,0.947,0.000,0.002,0.105,0.000,0.000,4.440
S_redundant_40,0.000,0.000,0.000,0.000,0.000,0.005,0.494,0.000,0.013,0.451
S_redundant_44,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_48,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.124
S_redundant_56,0.000,0.000,0.000,0.000,0.000,0.399,0.054,0.000,0.083,0.392
S_redundant_60,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.000,0.000,2.012
S_redundant_64,0.000,0.000,0.781,0.018,0.000,0.006,0.002,0.000,0.002,0.203
S_redundant_68,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_72,0.000,0.000,0.000,0.632,0.000,0.006,0.000,0.021,0.000,0.947
S_redundant_76,0.000,0.000,0.000,0.000,0.000,0.534,0.115,0.000,0.028,0.583
S_redundant_80,0.023,0.000,0.000,0.189,0.000,0.012,0.000,0.000,0.000,0.322
S_redundant_84,0.000,0.000,0.000,0.059,0.000,0.126,0.000,0.000,0.000,0.188
S_redundant_88,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.657
S_redundant_92,0.000,0.000,0.009,0.632,0.000,0.282,0.003,0.000,0.001,0.662
S_redundant_96,0.000,0.000,0.781,0.018,0.000,0.006,0.000,0.000,0.005,1.258
S_redundant_100,0.000,0.000,0.000,0.006,0.000,0.001,0.000,0.000,0.674,0.717
S_redundant_104,0.000,0.000,0.000,0.000,0.000,0.294,0.013,0.043,0.000,0.408
S_redundant_108,0.000,0.000,0.000,0.094,0.000,0.141,0.006,0.000,0.000,0.702
S_redundant_112,0.000,0.000,0.316,1.562,0.000,0.281,0.000,0.000,0.000,2.318
S_redundant_116,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.004,1.124
S_redundant_120,0.000,0.000,0.000,0.000,0.000,0.281,0.000,0.000,0.000,0.702
S_redundant_124,0.000,0.000,0.000,0.094,0.000,0.091,0.000,0.000,0.000,2.016
S_redundant_128,0.000,0.000,0.000,0.000,0.000,0.046,0.013,0.000,0.000,1.514
S_redundant_132,0.000,0.000,1.878,0.781,0.000,0.140,0.073,0.043,0.006,0.905
S_redundant_136,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,1.938
S_redundant_140,0.000,0.000,0.000,0.355,0.000,0.193,2.347,0.003,0.569,0.105
S_redundant_144,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.688
S_redundant_148,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.254
S_redundant_152,0.000,0.000,0.000,0.000,0.000,0.379,0.136,0.010,0.415,0.667
S_redundant_156,0.000,0.000,0.000,0.254,0.000,0.229,0.000,0.001,0.153,1.112
S_redundant_160,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,2.901
S_redundant_164,0.000,0.000,0.000,0.003,0.000,0.009,0.000,0.000,0.006,3.552
S_redundant_168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.578
S_redundant_172,0.000,0.000,0.000,0.316,0.000,0.046,0.002,0.000,0.000,0.246
S_redundant_176,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.330
S_redundant_180,0.000,0.000,0.094,0.018,0.000,1.237,0.000,0.000,0.000,1.108
S_redundant_184,0.000,0.000,0.000,0.029,0.000,0.135,0.007,0.000,0.001,2.400
S_redundant_188,0.000,0.000,0.009,0.000,0.000,0.529,0.508,0.000,0.006,0.554
S_redundant_192,0.000,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.001,0.228
S_redundant_196,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_200,0.000,0.000,0.000,0.000,0.000,0.129,0.000,0.000,0.000,0.557
S_redundant_204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.837
S_redundant_208,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.115
S_redundant_212,0.000,0.227,0.114,1.560,0.000,0.311,0.113,0.003,0.467,0.681
S_redundant_216,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.372,0.885
S_redundant_220,0.066,0.066,2.145,0.000,1.957,0.215,0.066,2.987,0.017,1.219
S_redundant_224,0.000,0.000,0.000,0.059,0.000,0.337,0.000,0.000,0.012,4.438
S_redundant_228,2.987,3.354,1.957,0.000,5.335,0.068,0.566,0.566,0.008,2.329
S_redundant_232,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.776
S_redundant_236,0.000,0.000,0.000,0.000,0.000,0.504,0.053,0.000,0.000,0.734
S_redundant_240,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.657
S_redundant_244,0.000,0.000,1.286,0.028,0.000,0.003,0.000,0.000,0.002,0.261
S_redundant_248,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,0.070,0.487
S_redundant_252,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_256,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.674
S_redundant_260,0.000,0.000,0.000,0.009,0.000,0.000,0.013,0.001,0.034,0.596
S_redundant_264,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_268,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.927
S_redundant_272,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.154
S_redundant_276,0.000,0.000,0.000,7.109,0.000,0.012,0.465,0.000,0.000,2.034
S_redundant_280,0.000,0.000,0.000,0.781,0.000,0.045,0.000,0.130,0.000,1.346
S_redundant_284,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,6.142
S_redundant_288,0.000,0.000,0.009,0.018,0.000,0.140,0.000,0.000,0.000,1.749
S_redundant_292,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.969
S_redundant_296,0.000,0.000,0.094,1.878,0.000,0.045,0.026,0.001,0.017,1.203
S_redundant_300,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,1.036,0.758
S_redundant_304,0.000,0.000,0.000,0.651,0.000,0.451,0.000,0.225,0.061,1.302
S_redundant_308,0.000,0.000,0.781,0.028,0.000,0.019,0.000,0.005,0.000,0.274
S_redundant_312,0.000,0.001,2.558,1.878,0.000,0.294,0.073,0.646,0.000,0.089
S_redundant_316,5.335,3.354,1.957,0.000,9.360,0.202,0.566,0.066,0.276,4.611
S_redundant_320,0.066,5.756,0.066,0.000,5.335,0.748,0.566,0.566,0.000,1.108
S_redundant_324,0.000,0.000,0.001,0.000,0.000,0.156,0.000,0.006,0.037,0.872
S_redundant_328,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.140
S_redundant_332,0.000,0.000,0.000,0.085,0.000,0.069,0.000,0.000,0.000,0.515
S_redundant_336,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.010,0.660
S_redundant_340,0.000,0.000,0.000,0.014,0.000,0.004,0.000,0.000,0.007,0.252
S_redundant_344,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_348,0.000,0.000,0.189,0.028,0.000,0.013,0.000,0.000,0.001,0.288
S_redundant_352,0.000,0.000,0.000,0.000,0.000,0.256,0.000,0.000,0.016,0.038
S_redundant_356,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_360,0.000,0.000,0.000,0.059,0.000,0.318,0.000,0.001,0.059,0.392
S_redundant_364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.243
S_redundant_368,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_372,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.486
S_redundant_376,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.402
S_redundant_380,0.000,0.000,0.007,0.094,0.000,0.000,0.637,0.000,0.013,1.084
S_redundant_384,0.000,0.000,0.000,0.000,0.000,0.571,0.000,0.000,0.137,0.304
S_redundant_388,0.000,0.000,0.000,0.018,0.000,0.300,0.000,0.003,0.202,1.258
S_redundant_392,0.000,0.000,0.000,0.000,0.000,0.005,0.006,0.000,0.000,0.215
S_redundant_396,0.000,0.000,2.585,1.283,0.000,0.281,0.146,0.000,0.000,1.676
S_redundant_400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.291
S_redundant_404,0.000,0.000,0.000,0.094,0.000,0.282,0.000,0.000,0.000,0.885
S_redundant_408,0.000,0.000,0.000,0.316,0.000,0.006,0.019,0.003,0.000,0.863
S_redundant_412,0.000,0.000,0.018,1.263,0.000,0.003,0.000,0.005,0.000,0.288
S_redundant_416,0.000,0.000,0.000,0.000,0.000,0.004,0.006,0.000,0.005,0.133
S_redundant_420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.149,3.678
S_redundant_424,2.987,0.066,0.811,0.000,1.957,0.221,0.566,0.066,0.017,0.459
S_redundant_428,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.113,0.000,3.676
S_redundant_432,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_436,0.066,0.066,0.066,0.000,0.066,0.072,0.066,0.066,0.000,0.459
S_redundant_440,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,1.743
S_redundant_444,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0.000,0.000,0.375
S_redundant_448,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,1.106
S_redundant_452,1.061,18.586,6.897,0.000,0.066,0.703,0.066,1.641,0.083,0.969
S_redundant_456,0.000,0.000,0.007,0.540,0.000,0.506,0.073,0.000,0.165,1.927
S_redundant_460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.114
S_redundant_464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.728,2.284
S_redundant_468,0.000,0.000,0.000,0.000,0.000,0.060,0.006,0.000,0.000,1.044
S_redundant_472,0.000,0.000,0.000,0.000,0.000,0.054,0.019,0.000,0.089,1.211
S_redundant_476,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.078,1.161
S_redundant_480,0.000,0.000,0.000,0.094,0.000,0.509,0.000,0.001,0.000,3.375
S_redundant_484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.226
S_redundant_488,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.269,0.243
S_redundant_492,1.061,3.354,0.811,0.000,9.360,0.202,3.373,2.987,1.004,0.975
